City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Year,Month,Day,Season
Ahmedabad,2018-07-08,47.95,82.9102228224173,17.08,151.73,87.48,13.535549399815327,17.08,25.91,2.51,4.57,103.81,2.86,336.0,2018,7,8,Monsoon
Ahmedabad,2018-07-09,55.91,82.9102228224173,19.87,66.69,47.36,13.535549399815327,19.87,32.64,1.8,4.73,68.95,1.92,377.0,2018,7,9,Monsoon
Ahmedabad,2018-07-10,72.06,82.9102228224173,24.72,59.1,47.28,13.535549399815327,24.72,32.64,1.26,6.55,29.36,0.75,442.0,2018,7,10,Monsoon
Ahmedabad,2018-07-11,127.23,82.9102228224173,29.02,37.32,39.86,13.535549399815327,29.02,26.37,0.38,9.88,43.19,1.07,421.0,2018,7,11,Monsoon
Ahmedabad,2018-07-12,127.37,82.9102228224173,25.58,40.59,38.89,13.535549399815327,25.58,34.39,2.77,9.63,41.09,2.52,428.0,2018,7,12,Monsoon
Ahmedabad,2018-07-13,36.42,82.9102228224173,30.52,49.52,46.93,13.535549399815327,30.52,37.17,3.29,5.56,58.37,0.65,472.0,2018,7,13,Monsoon
Ahmedabad,2018-07-14,40.97,82.9102228224173,29.94,113.8,77.86,13.535549399815327,29.94,22.82,3.69,7.93,52.09,0.94,478.0,2018,7,14,Monsoon
Ahmedabad,2018-07-15,33.38,82.9102228224173,20.68,62.15,45.75,13.535549399815327,20.68,21.06,4.35,4.45,21.03,0.65,422.0,2018,7,15,Monsoon
Ahmedabad,2018-07-16,33.51,82.9102228224173,17.84,40.85,33.24,13.535549399815327,17.84,28.85,7.95,4.82,20.33,0.65,347.0,2018,7,16,Monsoon
Ahmedabad,2018-07-17,29.56,82.9102228224173,30.82,74.11,59.15,13.535549399815327,30.82,19.34,3.34,8.73,35.82,6.65,461.0,2018,7,17,Monsoon
Ahmedabad,2018-07-18,21.89,82.9102228224173,27.75,63.9,51.88,13.535549399815327,27.75,16.32,3.02,5.8,30.43,0.65,447.0,2018,7,18,Monsoon
Ahmedabad,2018-07-19,44.87,82.9102228224173,31.41,68.29,56.75,13.535549399815327,31.41,17.39,3.24,10.48,40.62,0.65,486.0,2018,7,19,Monsoon
Ahmedabad,2018-07-20,33.16,82.9102228224173,31.02,54.23,49.6,13.535549399815327,31.02,17.09,4.47,11.79,37.99,1.16,510.0,2018,7,20,Monsoon
Ahmedabad,2018-07-21,45.25,82.9102228224173,35.01,61.65,56.2,13.535549399815327,35.01,23.87,2.96,13.66,45.89,0.9,576.0,2018,7,21,Monsoon
Ahmedabad,2018-07-22,48.95,82.9102228224173,25.57,63.01,49.82,13.535549399815327,25.57,19.19,2.96,9.86,57.34,1.03,485.0,2018,7,22,Monsoon
Ahmedabad,2018-07-23,42.89,82.9102228224173,34.86,51.28,51.03,13.535549399815327,34.86,19.96,36.608304512863775,8.55,56.71,0.79,488.0,2018,7,23,Monsoon
Ahmedabad,2018-07-24,48.36,82.9102228224173,43.24,57.71,60.42,13.535549399815327,43.24,21.19,36.608304512863775,9.96,55.29,0.79,613.0,2018,7,24,Monsoon
Ahmedabad,2018-07-25,51.7,82.9102228224173,39.25,54.05,55.65,13.535549399815327,39.25,20.02,36.608304512863775,10.25,37.19,0.72,577.0,2018,7,25,Monsoon
Ahmedabad,2018-07-26,43.18,82.9102228224173,29.79,51.27,47.24,13.535549399815327,29.79,18.21,36.608304512863775,6.41,27.58,0.65,474.0,2018,7,26,Monsoon
Ahmedabad,2018-07-27,35.8,82.9102228224173,29.72,48.89,46.03,13.535549399815327,29.72,19.94,36.608304512863775,5.77,26.88,0.65,458.0,2018,7,27,Monsoon
Ahmedabad,2018-07-28,37.76,82.9102228224173,23.91,45.39,39.98,13.535549399815327,23.91,19.83,36.608304512863775,4.59,25.32,0.65,428.0,2018,7,28,Monsoon
Ahmedabad,2018-07-29,38.1,82.9102228224173,27.77,47.92,44.1,13.535549399815327,27.77,25.27,36.608304512863775,4.78,26.7,0.65,429.0,2018,7,29,Monsoon
Ahmedabad,2018-07-30,39.43,82.9102228224173,29.96,47.83,45.69,13.535549399815327,29.96,24.1,36.608304512863775,4.98,28.67,0.65,461.0,2018,7,30,Monsoon
Ahmedabad,2018-07-31,51.78,82.9102228224173,28.69,45.29,43.51,13.535549399815327,28.69,61.88,36.608304512863775,5.42,25.96,0.65,450.0,2018,7,31,Monsoon
Ahmedabad,2018-08-01,63.4,82.9102228224173,26.58,48.24,43.36,13.535549399815327,26.58,109.6,36.608304512863775,5.72,24.87,0.65,453.0,2018,8,1,Monsoon
Ahmedabad,2018-08-02,58.21,82.9102228224173,25.51,49.85,43.35,13.535549399815327,25.51,106.17,36.608304512863775,5.99,28.19,0.65,459.0,2018,8,2,Monsoon
Ahmedabad,2018-08-03,47.83,82.9102228224173,25.73,49.36,43.28,13.535549399815327,25.73,113.31,3.22,6.3,23.79,0.65,468.0,2018,8,3,Monsoon
Ahmedabad,2018-08-04,53.64,82.9102228224173,22.52,52.64,42.05,13.535549399815327,22.52,96.72,2.86,4.54,22.09,0.65,424.0,2018,8,4,Monsoon
Ahmedabad,2018-08-05,48.18,82.9102228224173,18.31,51.41,38.75,13.535549399815327,18.31,104.62,2.81,4.08,19.29,0.65,366.0,2018,8,5,Monsoon
Ahmedabad,2018-08-06,56.75,82.9102228224173,28.82,59.07,49.74,13.535549399815327,28.82,126.12,4.84,5.84,29.82,0.65,465.0,2018,8,6,Monsoon
Ahmedabad,2018-08-07,41.21,82.9102228224173,25.18,38.73,37.68,13.535549399815327,25.18,83.84,9.92,4.42,26.35,0.65,434.0,2018,8,7,Monsoon
Ahmedabad,2018-08-08,37.33,82.9102228224173,29.18,47.75,45.07,13.535549399815327,29.18,58.25,6.63,5.0,35.8,0.65,470.0,2018,8,8,Monsoon
Ahmedabad,2018-08-09,28.74,82.9102228224173,25.17,45.61,41.03,13.535549399815327,25.17,41.84,20.2,5.46,24.83,0.65,455.0,2018,8,9,Monsoon
Ahmedabad,2018-08-10,34.05,82.9102228224173,27.58,46.79,43.41,13.535549399815327,27.58,29.66,22.77,5.79,24.71,0.65,489.0,2018,8,10,Monsoon
Ahmedabad,2018-08-11,28.94,82.9102228224173,21.18,53.02,41.66,13.535549399815327,21.18,26.92,16.38,5.76,20.92,0.65,431.0,2018,8,11,Monsoon
Ahmedabad,2018-08-12,25.06,82.9102228224173,25.26,54.71,45.54,13.535549399815327,25.26,21.64,10.33,4.72,21.53,0.65,402.0,2018,8,12,Monsoon
Ahmedabad,2018-08-13,32.05,82.9102228224173,29.19,48.62,45.5,13.535549399815327,29.19,42.09,10.76,5.34,21.8,0.65,469.0,2018,8,13,Monsoon
Ahmedabad,2018-08-14,44.02,82.9102228224173,30.74,54.33,49.44,13.535549399815327,30.74,48.99,7.14,4.95,21.77,0.65,476.0,2018,8,14,Monsoon
Ahmedabad,2018-08-15,48.73,82.9102228224173,27.87,47.11,43.78,13.535549399815327,27.87,31.19,11.25,5.89,22.14,0.65,459.0,2018,8,15,Monsoon
Ahmedabad,2018-08-16,43.54,82.9102228224173,12.25,39.05,28.19,13.535549399815327,12.25,43.71,22.45,4.41,19.58,0.65,342.0,2018,8,16,Monsoon
Ahmedabad,2018-08-17,28.66,82.9102228224173,18.31,55.15,40.57,13.535549399815327,18.31,32.57,15.68,4.86,19.27,0.65,311.0,2018,8,17,Monsoon
Ahmedabad,2018-08-18,31.01,82.9102228224173,26.43,63.76,50.83,13.535549399815327,26.43,128.43,18.69,6.33,27.76,3.17,467.0,2018,8,18,Monsoon
Ahmedabad,2018-08-19,33.95,82.9102228224173,30.33,67.31,55.47,13.535549399815327,30.33,152.48,14.95,8.26,51.62,16.89,429.0,2018,8,19,Monsoon
Ahmedabad,2018-08-20,33.7,82.9102228224173,24.01,59.07,46.74,13.535549399815327,24.01,156.24,23.59,7.07,31.28,0.65,490.0,2018,8,20,Monsoon
Ahmedabad,2018-08-21,48.21,82.9102228224173,29.28,66.43,54.26,13.535549399815327,29.28,151.44,13.38,5.93,25.08,0.65,445.0,2018,8,21,Monsoon
Ahmedabad,2018-08-22,40.66,82.9102228224173,30.95,61.16,52.93,13.535549399815327,30.95,120.48,14.02,5.55,27.97,0.65,499.0,2018,8,22,Monsoon
Ahmedabad,2018-08-23,38.65,82.9102228224173,30.68,60.26,52.29,13.535549399815327,30.68,146.84,16.31,5.28,28.84,1.07,482.0,2018,8,23,Monsoon
Ahmedabad,2018-08-24,49.47,82.9102228224173,34.28,63.28,56.19,13.535549399815327,34.28,88.36,13.94,4.75,23.45,0.65,527.0,2018,8,24,Monsoon
Ahmedabad,2018-08-25,33.2,82.9102228224173,36.15,56.35,54.46,13.535549399815327,36.15,96.68,8.76,4.88,22.06,0.65,556.0,2018,8,25,Monsoon
Ahmedabad,2018-08-26,34.52,82.9102228224173,31.19,51.26,48.28,13.535549399815327,31.19,66.48,36.608304512863775,4.46,19.16,0.65,482.0,2018,8,26,Monsoon
Ahmedabad,2018-08-27,44.57,82.9102228224173,33.12,57.85,52.94,13.535549399815327,33.12,34.74,36.608304512863775,4.75,23.18,1.02,597.0,2018,8,27,Monsoon
Ahmedabad,2018-08-28,58.92,82.9102228224173,26.74,67.8,53.03,13.535549399815327,26.74,56.88,36.608304512863775,4.68,28.77,0.79,491.0,2018,8,28,Monsoon
Ahmedabad,2018-08-29,51.03,82.9102228224173,26.37,63.05,50.44,13.535549399815327,26.37,49.27,36.608304512863775,6.52,26.46,0.65,460.0,2018,8,29,Monsoon
Ahmedabad,2018-08-30,45.77,82.9102228224173,33.34,54.56,51.5,13.535549399815327,33.34,25.47,36.608304512863775,5.48,25.45,0.83,510.0,2018,8,30,Monsoon
Ahmedabad,2018-08-31,38.22,82.9102228224173,41.0,60.3,60.01,13.535549399815327,41.0,59.94,36.608304512863775,6.74,29.19,0.65,623.0,2018,8,31,Monsoon
Ahmedabad,2018-09-01,34.44,82.9102228224173,35.18,58.49,54.79,13.535549399815327,35.18,85.34,36.608304512863775,4.8,25.59,0.65,577.0,2018,9,1,Monsoon
Ahmedabad,2018-09-02,28.8,82.9102228224173,28.47,49.07,45.18,13.535549399815327,28.47,101.38,36.608304512863775,4.38,23.87,0.65,440.0,2018,9,2,Monsoon
Ahmedabad,2018-09-04,114.85,82.9102228224173,33.16,85.74,66.57,13.535549399815327,33.16,28.74,17.57,3.94,16.02,0.65,294.76488095238096,2018,9,4,Monsoon
Ahmedabad,2018-09-05,20.8,82.9102228224173,26.8,70.32,54.3,13.535549399815327,26.8,53.18,22.44,3.94,16.02,0.65,294.76488095238096,2018,9,5,Monsoon
Ahmedabad,2018-09-06,22.14,82.9102228224173,28.37,68.25,54.47,13.535549399815327,28.37,49.31,22.93,3.94,16.02,0.65,520.0,2018,9,6,Monsoon
Ahmedabad,2018-09-07,19.66,82.9102228224173,24.39,65.16,49.98,13.535549399815327,24.39,56.92,26.6,3.94,16.02,0.65,518.0,2018,9,7,Monsoon
Ahmedabad,2018-09-08,22.3,82.9102228224173,34.43,74.87,62.22,13.535549399815327,34.43,60.72,36.608304512863775,3.94,16.02,0.65,524.0,2018,9,8,Monsoon
Ahmedabad,2018-09-09,22.33,82.9102228224173,40.34,74.32,66.36,13.535549399815327,40.34,111.98,36.608304512863775,3.94,16.02,0.65,576.0,2018,9,9,Monsoon
Ahmedabad,2018-09-10,18.54,82.9102228224173,43.81,58.57,61.27,13.535549399815327,43.81,102.83,36.608304512863775,3.94,16.02,0.65,688.0,2018,9,10,Monsoon
Ahmedabad,2018-09-11,17.91,82.9102228224173,32.15,57.3,51.94,13.535549399815327,32.15,74.72,36.608304512863775,3.94,16.02,0.65,521.0,2018,9,11,Monsoon
Ahmedabad,2018-09-12,16.28,82.9102228224173,26.67,57.19,47.8,13.535549399815327,26.67,50.26,36.608304512863775,3.94,16.02,0.65,447.0,2018,9,12,Monsoon
Ahmedabad,2018-09-13,21.06,82.9102228224173,29.17,53.85,48.04,13.535549399815327,29.17,65.55,36.608304512863775,3.94,16.02,0.65,477.0,2018,9,13,Monsoon
Ahmedabad,2018-09-14,20.82,82.9102228224173,31.54,53.22,49.5,13.535549399815327,31.54,60.88,36.608304512863775,3.94,16.02,0.65,481.0,2018,9,14,Monsoon
Ahmedabad,2018-09-15,18.18,82.9102228224173,33.85,62.81,55.9,13.535549399815327,33.85,71.39,36.608304512863775,3.94,16.02,0.65,500.0,2018,9,15,Monsoon
Ahmedabad,2018-09-16,21.41,82.9102228224173,32.1,75.42,60.74,13.535549399815327,32.1,73.4,36.608304512863775,3.94,16.02,0.65,530.0,2018,9,16,Monsoon
Ahmedabad,2018-09-17,24.51,82.9102228224173,34.65,82.95,66.32,13.535549399815327,34.65,63.4,36.608304512863775,3.94,16.02,0.65,696.0,2018,9,17,Monsoon
Ahmedabad,2018-09-18,28.15,82.9102228224173,29.08,88.14,64.7,13.535549399815327,29.08,70.24,36.608304512863775,3.94,16.02,0.65,580.0,2018,9,18,Monsoon
Ahmedabad,2018-09-19,23.65,82.9102228224173,22.79,74.6,53.4,13.535549399815327,22.79,65.46,36.608304512863775,3.94,16.02,0.65,546.0,2018,9,19,Monsoon
Ahmedabad,2018-09-20,25.32,82.9102228224173,38.95,85.39,70.72,13.535549399815327,38.95,43.6,36.608304512863775,3.94,16.02,0.65,631.0,2018,9,20,Monsoon
Ahmedabad,2018-09-21,25.87,82.9102228224173,23.11,100.26,66.16,13.535549399815327,23.11,30.28,36.608304512863775,3.94,16.02,0.65,876.0,2018,9,21,Monsoon
Ahmedabad,2018-09-22,22.62,82.9102228224173,23.36,121.4,76.65,13.535549399815327,23.36,42.11,36.608304512863775,3.94,16.02,0.65,493.0,2018,9,22,Monsoon
Ahmedabad,2018-09-23,21.12,82.9102228224173,22.46,66.12,49.02,13.535549399815327,22.46,27.9,36.608304512863775,3.94,16.02,0.65,410.0,2018,9,23,Monsoon
Ahmedabad,2018-09-24,21.79,82.9102228224173,25.94,63.21,50.19,13.535549399815327,25.94,25.39,36.608304512863775,3.94,16.02,0.65,398.0,2018,9,24,Monsoon
Ahmedabad,2018-09-25,18.87,82.9102228224173,27.35,85.35,62.04,13.535549399815327,27.35,38.27,36.608304512863775,3.94,16.02,0.65,457.0,2018,9,25,Monsoon
Ahmedabad,2018-09-26,22.11,82.9102228224173,24.68,100.39,67.38,13.535549399815327,24.68,78.83,36.608304512863775,3.94,16.02,0.65,428.0,2018,9,26,Monsoon
Ahmedabad,2018-09-27,24.07,82.9102228224173,20.32,133.0,80.04,13.535549399815327,20.32,45.29,75.33,3.94,16.02,0.65,413.0,2018,9,27,Monsoon
Ahmedabad,2018-09-28,25.9,82.9102228224173,40.29,165.62,110.86,13.535549399815327,40.29,56.95,37.07,3.94,16.02,0.65,680.0,2018,9,28,Monsoon
Ahmedabad,2018-09-29,29.8,82.9102228224173,42.91,169.17,114.54,13.535549399815327,42.91,64.17,53.0,3.94,16.02,0.65,787.0,2018,9,29,Monsoon
Ahmedabad,2018-09-30,29.37,82.9102228224173,42.88,163.3,111.66,13.535549399815327,42.88,60.33,44.38,3.94,16.02,0.65,862.0,2018,9,30,Monsoon
Ahmedabad,2018-10-01,33.95,82.9102228224173,59.21,191.14,136.93,13.535549399815327,59.21,74.04,45.36,3.94,16.02,0.65,951.0,2018,10,1,PostMonsoon
Ahmedabad,2018-10-02,31.13,82.9102228224173,26.73,177.13,106.35,13.535549399815327,26.73,53.57,67.63,4.26,14.93,1.28,712.0,2018,10,2,PostMonsoon
Ahmedabad,2018-10-03,58.28,82.9102228224173,15.84,127.95,74.24,13.535549399815327,15.84,128.38,66.85,4.41,12.36,3.3,483.0,2018,10,3,PostMonsoon
Ahmedabad,2018-10-04,63.92,82.9102228224173,12.95,102.78,46.66,13.535549399815327,12.95,92.16,69.39,3.65,12.86,4.34,379.0,2018,10,4,PostMonsoon
Ahmedabad,2018-10-05,73.89,82.9102228224173,4.5,53.74,28.34,13.535549399815327,4.5,46.31,59.52,3.65,12.86,4.34,214.0,2018,10,5,PostMonsoon
Ahmedabad,2018-10-06,79.37,82.9102228224173,30.71,62.42,50.34,13.535549399815327,30.71,80.71,69.32,3.77,17.32,5.84,508.0,2018,10,6,PostMonsoon
Ahmedabad,2018-10-07,78.64,82.9102228224173,32.81,68.8,58.04,13.535549399815327,32.81,75.18,57.87,3.87,21.26,7.16,713.0,2018,10,7,PostMonsoon
Ahmedabad,2018-10-08,122.92,82.9102228224173,34.89,94.67,72.22,13.535549399815327,34.89,119.78,40.0,3.87,21.26,7.16,688.0,2018,10,8,PostMonsoon
Ahmedabad,2018-10-09,160.05,82.9102228224173,34.65,115.92,82.4,13.535549399815327,34.65,90.5,48.77,3.87,21.26,7.16,844.0,2018,10,9,PostMonsoon
Ahmedabad,2018-10-10,113.9,82.9102228224173,46.02,68.38,63.36,13.535549399815327,46.02,100.12,65.26,3.87,21.26,7.16,786.0,2018,10,10,PostMonsoon
Ahmedabad,2018-10-11,126.66,82.9102228224173,33.97,112.69,45.73,13.535549399815327,33.97,76.09,55.06,3.87,21.26,7.16,664.0,2018,10,11,PostMonsoon
Ahmedabad,2018-10-12,116.02,82.9102228224173,44.47,98.22,48.04,13.535549399815327,44.47,64.62,39.74,3.87,21.26,7.16,914.0,2018,10,12,PostMonsoon
Ahmedabad,2018-10-13,96.65,82.9102228224173,25.15,110.33,40.26,13.535549399815327,25.15,53.75,59.62,3.87,21.26,7.16,536.0,2018,10,13,PostMonsoon
Ahmedabad,2018-10-14,110.05,82.9102228224173,19.73,114.23,38.17,13.535549399815327,19.73,101.29,51.12,3.87,21.26,7.16,403.0,2018,10,14,PostMonsoon
Ahmedabad,2018-10-15,109.84,82.9102228224173,23.16,104.87,37.85,13.535549399815327,23.16,72.69,60.82,3.87,21.26,7.16,427.0,2018,10,15,PostMonsoon
Ahmedabad,2018-10-16,140.06,82.9102228224173,28.2,146.82,50.64,13.535549399815327,28.2,98.85,57.6,3.87,21.26,7.16,685.0,2018,10,16,PostMonsoon
Ahmedabad,2018-10-17,109.11,82.9102228224173,29.19,118.85,44.54,13.535549399815327,29.19,94.22,60.25,3.87,21.26,7.16,558.0,2018,10,17,PostMonsoon
Ahmedabad,2018-10-18,107.26,82.9102228224173,26.76,94.48,37.38,13.535549399815327,26.76,90.9,48.62,3.87,21.26,7.16,487.0,2018,10,18,PostMonsoon
Ahmedabad,2018-10-19,105.87,82.9102228224173,18.18,90.33,31.62,13.535549399815327,18.18,97.98,46.82,3.87,21.26,7.16,453.0,2018,10,19,PostMonsoon
Ahmedabad,2018-10-20,101.86,82.9102228224173,27.99,105.96,40.8,13.535549399815327,27.99,89.37,54.3,3.87,21.26,7.16,559.0,2018,10,20,PostMonsoon
Ahmedabad,2018-10-21,96.15,82.9102228224173,94.41,80.49,71.73,13.535549399815327,94.41,76.61,42.8,3.87,21.26,7.16,1291.0,2018,10,21,PostMonsoon
Ahmedabad,2018-10-22,88.58,82.9102228224173,112.71,85.92,85.03,13.535549399815327,112.71,90.9,57.78,3.87,21.26,7.16,1350.0,2018,10,22,PostMonsoon
Ahmedabad,2018-10-23,129.98,82.9102228224173,81.12,97.96,69.53,13.535549399815327,81.12,70.06,36.608304512863775,3.87,21.26,7.16,1561.0,2018,10,23,PostMonsoon
Ahmedabad,2018-10-24,103.71,82.9102228224173,34.72,111.67,45.91,13.535549399815327,34.72,54.23,119.43,3.87,21.26,7.16,906.0,2018,10,24,PostMonsoon
Ahmedabad,2018-10-25,121.11,82.9102228224173,51.7,137.41,61.49,13.535549399815327,51.7,78.64,58.07,3.87,21.26,7.16,824.0,2018,10,25,PostMonsoon
Ahmedabad,2018-10-26,82.49,82.9102228224173,30.47,80.4,36.1,13.535549399815327,30.47,61.13,48.85,3.87,21.26,7.16,578.0,2018,10,26,PostMonsoon
Ahmedabad,2018-10-27,72.93,82.9102228224173,90.96,78.54,73.82,13.535549399815327,90.96,39.24,69.95,3.87,21.26,7.16,161.0,2018,10,27,PostMonsoon
Ahmedabad,2018-10-28,94.08,82.9102228224173,34.06,50.69,30.89,13.535549399815327,34.06,68.42,47.74,3.87,21.26,7.16,849.0,2018,10,28,PostMonsoon
Ahmedabad,2018-10-29,82.88,82.9102228224173,18.59,73.74,27.9,13.535549399815327,18.59,56.89,47.67,7.12,27.68,33.44,574.0,2018,10,29,PostMonsoon
Ahmedabad,2018-10-30,88.69,82.9102228224173,26.91,70.9,31.3,13.535549399815327,26.91,68.94,53.16,38.06,34.91,109.23,509.0,2018,10,30,PostMonsoon
Ahmedabad,2018-10-31,82.52,82.9102228224173,24.13,69.94,30.08,13.535549399815327,24.13,44.95,64.07,10.47,23.09,3.27,556.0,2018,10,31,PostMonsoon
Ahmedabad,2018-11-01,72.11,82.9102228224173,48.7,85.77,47.36,13.535549399815327,48.7,42.51,54.52,8.43,46.89,7.26,669.0,2018,11,1,PostMonsoon
Ahmedabad,2018-11-02,78.48,82.9102228224173,49.94,110.63,54.14,13.535549399815327,49.94,67.06,46.93,16.41,36.27,6.95,1217.0,2018,11,2,PostMonsoon
Ahmedabad,2018-11-03,103.22,82.9102228224173,68.97,102.84,62.88,13.535549399815327,68.97,57.8,52.79,32.77,39.01,15.09,1033.0,2018,11,3,PostMonsoon
Ahmedabad,2018-11-04,70.39,82.9102228224173,44.04,55.52,37.71,13.535549399815327,44.04,69.83,59.5,77.43,72.18,53.35,625.0,2018,11,4,PostMonsoon
Ahmedabad,2018-11-05,107.9,82.9102228224173,43.47,109.59,50.08,13.535549399815327,43.47,49.76,55.01,34.93,68.8,26.9,803.0,2018,11,5,PostMonsoon
Ahmedabad,2018-11-06,117.08,82.9102228224173,37.42,106.21,46.11,13.535549399815327,37.42,77.6,55.05,16.14,53.75,11.36,741.0,2018,11,6,PostMonsoon
Ahmedabad,2018-11-07,162.18,82.9102228224173,59.53,94.35,59.82,13.535549399815327,59.53,42.01,67.0,16.62,52.51,11.42,776.0,2018,11,7,PostMonsoon
Ahmedabad,2018-11-08,205.21,82.9102228224173,93.31,100.87,77.22,13.535549399815327,93.31,75.95,61.17,20.41,55.29,13.92,1630.0,2018,11,8,PostMonsoon
Ahmedabad,2018-11-09,165.37,82.9102228224173,70.6,95.3,61.99,13.535549399815327,70.6,52.45,39.6,17.88,48.01,11.32,1160.0,2018,11,9,PostMonsoon
Ahmedabad,2018-11-10,110.7,82.9102228224173,38.01,107.13,76.89,13.535549399815327,38.01,57.58,36.608304512863775,19.05,52.97,12.11,1056.0,2018,11,10,PostMonsoon
Ahmedabad,2018-11-11,143.72,82.9102228224173,65.62,102.87,75.79,13.535549399815327,65.62,51.92,36.608304512863775,18.27,54.64,15.01,1256.0,2018,11,11,PostMonsoon
Ahmedabad,2018-11-12,91.56,82.9102228224173,79.42,118.89,73.26,13.535549399815327,79.42,60.97,36.608304512863775,21.11,56.47,13.11,1154.0,2018,11,12,PostMonsoon
Ahmedabad,2018-11-13,133.13,82.9102228224173,77.55,155.59,80.21,13.535549399815327,77.55,101.13,36.608304512863775,26.28,59.96,15.48,1548.0,2018,11,13,PostMonsoon
Ahmedabad,2018-11-14,143.52,82.9102228224173,41.62,138.89,56.23,13.535549399815327,41.62,91.74,89.17,3.97,32.2,6.81,820.0,2018,11,14,PostMonsoon
Ahmedabad,2018-11-15,83.28,82.9102228224173,33.47,97.9,41.93,13.535549399815327,33.47,48.93,36.84,3.97,32.2,6.81,688.0,2018,11,15,PostMonsoon
Ahmedabad,2018-11-16,75.58,82.9102228224173,44.07,68.01,40.73,13.535549399815327,44.07,47.43,68.17,3.97,32.2,6.81,595.0,2018,11,16,PostMonsoon
Ahmedabad,2018-11-17,93.73,82.9102228224173,68.52,84.54,96.09,13.535549399815327,68.52,62.65,50.29,3.97,32.2,6.81,1354.0,2018,11,17,PostMonsoon
Ahmedabad,2018-11-18,127.46,82.9102228224173,108.81,77.65,129.43,13.535549399815327,108.81,63.63,48.32,3.97,32.2,6.81,1672.0,2018,11,18,PostMonsoon
Ahmedabad,2018-11-19,98.6,82.9102228224173,90.33,86.74,70.77,13.535549399815327,90.33,85.76,52.53,3.97,32.2,6.81,1472.0,2018,11,19,PostMonsoon
Ahmedabad,2018-11-20,84.71,82.9102228224173,88.34,83.28,83.77,13.535549399815327,88.34,70.31,40.06,3.97,32.2,6.81,1295.0,2018,11,20,PostMonsoon
Ahmedabad,2018-11-21,86.52,82.9102228224173,115.87,66.59,81.77,13.535549399815327,115.87,44.24,36.0,3.97,32.2,6.81,1646.0,2018,11,21,PostMonsoon
Ahmedabad,2018-11-22,90.1,82.9102228224173,57.16,87.75,52.58,13.535549399815327,57.16,60.45,41.82,3.97,32.2,6.81,1329.0,2018,11,22,PostMonsoon
Ahmedabad,2018-11-23,68.52,82.9102228224173,39.47,72.83,39.22,13.535549399815327,39.47,60.58,50.1,3.97,32.2,6.81,530.0,2018,11,23,PostMonsoon
Ahmedabad,2018-11-24,86.43,82.9102228224173,34.52,82.76,38.92,13.535549399815327,34.52,62.48,47.34,3.97,32.2,6.81,798.0,2018,11,24,PostMonsoon
Ahmedabad,2018-11-25,70.51,82.9102228224173,25.76,98.98,37.9,13.535549399815327,25.76,67.36,47.72,3.97,32.2,6.81,689.0,2018,11,25,PostMonsoon
Ahmedabad,2018-11-26,78.48,82.9102228224173,16.91,84.74,29.58,13.535549399815327,16.91,61.98,56.39,3.97,32.2,6.81,413.0,2018,11,26,PostMonsoon
Ahmedabad,2018-11-27,63.75,82.9102228224173,11.7,77.73,25.01,13.535549399815327,11.7,64.78,59.28,3.97,32.2,6.81,415.0,2018,11,27,PostMonsoon
Ahmedabad,2018-11-28,68.3,82.9102228224173,8.69,73.99,22.45,13.535549399815327,8.69,50.93,72.2,3.99,32.22,6.84,228.0,2018,11,28,PostMonsoon
Ahmedabad,2018-11-29,91.23,82.9102228224173,32.82,65.66,33.9,13.535549399815327,32.82,34.58,56.17,4.0,32.25,6.89,392.0,2018,11,29,PostMonsoon
Ahmedabad,2018-11-30,92.74,82.9102228224173,28.91,80.7,35.3,13.535549399815327,28.91,44.35,46.56,4.03,32.27,6.9,657.0,2018,11,30,PostMonsoon
Ahmedabad,2018-12-01,96.58,82.9102228224173,42.1,80.15,42.52,13.535549399815327,42.1,52.73,42.37,4.04,32.3,6.9,657.0,2018,12,1,Winter
Ahmedabad,2018-12-02,91.37,82.9102228224173,28.26,91.43,37.49,13.535549399815327,28.26,51.83,38.19,4.04,32.27,6.89,702.0,2018,12,2,Winter
Ahmedabad,2018-12-03,88.02,82.9102228224173,25.92,83.26,34.25,13.535549399815327,25.92,37.48,42.7,4.07,32.29,6.88,488.0,2018,12,3,Winter
Ahmedabad,2018-12-04,96.82,82.9102228224173,31.36,78.81,36.22,13.535549399815327,31.36,31.51,42.71,4.06,32.31,6.93,605.0,2018,12,4,Winter
Ahmedabad,2018-12-05,96.89,82.9102228224173,28.4,92.83,37.91,13.535549399815327,28.4,33.05,41.44,4.09,32.31,6.94,687.0,2018,12,5,Winter
Ahmedabad,2018-12-06,109.2,82.9102228224173,37.47,104.9,45.83,13.535549399815327,37.47,76.7,43.34,4.08,32.3,6.93,714.0,2018,12,6,Winter
Ahmedabad,2018-12-07,94.95,82.9102228224173,30.29,96.97,39.95,13.535549399815327,30.29,65.02,43.5,4.05,32.34,6.95,667.0,2018,12,7,Winter
Ahmedabad,2018-12-08,75.42,82.9102228224173,11.02,75.02,23.99,13.535549399815327,11.02,49.3,54.91,4.07,32.31,6.93,423.0,2018,12,8,Winter
Ahmedabad,2018-12-09,73.07,82.9102228224173,32.21,86.61,38.54,13.535549399815327,32.21,45.82,51.18,4.08,32.35,6.96,417.0,2018,12,9,Winter
