City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Year,Month,Day,Season
Amaravati,2020-06-29,20.96,32.56,1.65,9.55,6.43,14.3,0.66,14.79,43.29,0.12,0.69,0.1,56.0,2020,6,29,Monsoon
Amaravati,2020-06-30,21.34,35.16,1.74,10.69,7.1,13.38,0.66,14.58,45.32,0.14,1.42,0.2,61.0,2020,6,30,Monsoon
Amaravati,2020-07-01,22.0,34.0,1.5,9.68,6.4,8.45,0.59,10.88,29.15,0.1,0.5,3.477354965585054,54.0,2020,7,1,Monsoon
Amritsar,2017-02-27,13.42,14.92,15.06,8.86,33.92948160535117,1.6,0.81,11.0,12.96,4.149716373012463,19.2963644177052,3.477354965585054,294.76488095238096,2017,2,27,Winter
Amritsar,2017-02-28,12.45,13.8,17.44,8.05,33.92948160535117,1.73,0.67,16.06,11.88,4.149716373012463,19.2963644177052,3.477354965585054,52.0,2017,2,28,Winter
Amritsar,2017-03-01,19.52,21.88,14.77,6.02,33.92948160535117,1.48,0.43,26.24,11.53,4.149716373012463,19.2963644177052,3.477354965585054,31.0,2017,3,1,Summer
Amritsar,2017-03-02,77.71,80.27,10.49,3.88,33.92948160535117,1.29,0.36,22.35,18.68,4.149716373012463,19.2963644177052,3.477354965585054,106.0,2017,3,2,Summer
Amritsar,2017-03-03,19.7,33.08,9.91,3.13,33.92948160535117,1.15,0.37,14.29,22.22,4.149716373012463,19.2963644177052,3.477354965585054,98.0,2017,3,3,Summer
Amritsar,2017-03-04,22.91,56.19,10.69,4.13,33.92948160535117,1.86,0.47,8.42,26.62,4.149716373012463,19.2963644177052,3.477354965585054,61.0,2017,3,4,Summer
Amritsar,2017-03-05,29.56,44.5,8.95,2.66,33.92948160535117,1.26,0.39,10.95,27.03,4.149716373012463,19.2963644177052,3.477354965585054,62.0,2017,3,5,Summer
Amritsar,2017-03-06,46.13,62.88,9.62,4.89,33.92948160535117,1.99,0.54,30.27,26.3,4.149716373012463,19.2963644177052,3.477354965585054,78.0,2017,3,6,Summer
Amritsar,2017-03-07,44.3,52.12,9.4,5.32,33.92948160535117,2.4,0.36,28.74,20.63,4.149716373012463,19.2963644177052,3.477354965585054,72.0,2017,3,7,Summer
Amritsar,2017-03-08,41.23,52.75,11.18,7.88,33.92948160535117,2.51,0.39,21.4,22.44,4.149716373012463,19.2963644177052,3.477354965585054,71.0,2017,3,8,Summer
Amritsar,2017-03-09,29.88,33.2,10.64,11.66,33.92948160535117,2.31,0.36,4.26,21.11,4.149716373012463,19.2963644177052,3.477354965585054,59.0,2017,3,9,Summer
Amritsar,2017-03-10,37.93,43.69,12.84,15.11,33.92948160535117,2.05,0.2,6.38,25.06,4.149716373012463,19.2963644177052,3.477354965585054,73.0,2017,3,10,Summer
Amritsar,2017-03-11,32.46,50.76,10.93,19.67,33.92948160535117,6.82,0.0,4.71,18.79,4.149716373012463,19.2963644177052,3.477354965585054,56.0,2017,3,11,Summer
Amritsar,2017-03-12,25.65,54.59,12.14,26.15,33.92948160535117,11.73,0.0,8.32,15.64,4.149716373012463,19.2963644177052,3.477354965585054,55.0,2017,3,12,Summer
Amritsar,2017-03-13,41.36,77.43,11.4,25.88,33.92948160535117,11.71,0.0,4.75,20.27,4.149716373012463,19.2963644177052,3.477354965585054,69.0,2017,3,13,Summer
Amritsar,2017-03-14,51.88,86.64,9.24,25.21,33.92948160535117,11.76,0.0,7.72,30.34,4.149716373012463,19.2963644177052,3.477354965585054,80.0,2017,3,14,Summer
Amritsar,2017-03-15,51.59,86.11,10.03,26.05,33.92948160535117,12.33,0.0,9.06,24.63,4.149716373012463,19.2963644177052,3.477354965585054,89.0,2017,3,15,Summer
Amritsar,2017-03-16,45.46,82.73,13.23,26.38,33.92948160535117,12.56,0.0,2.94,19.36,0.0,0.0,0.0,79.0,2017,3,16,Summer
Amritsar,2017-03-17,152.17,93.68,13.86,27.06,33.92948160535117,12.45,0.0,3.17,21.78,4.149716373012463,19.2963644177052,3.477354965585054,262.0,2017,3,17,Summer
Ahmedabad,2015-01-28,73.24,82.9102228224173,5.72,21.11,25.84,13.535549399815327,5.72,36.52,62.42,0.03,0.01,1.41,294.76488095238096,2015,1,28,Winter
Ahmedabad,2015-01-29,83.13,82.9102228224173,6.93,28.71,33.72,13.535549399815327,6.93,49.52,59.76,0.02,0.0,3.14,209.0,2015,1,29,Winter
Ahmedabad,2015-01-30,79.84,82.9102228224173,13.85,28.68,41.08,13.535549399815327,13.85,48.49,97.07,0.04,0.0,4.81,328.0,2015,1,30,Winter
Ahmedabad,2015-01-31,94.52,82.9102228224173,24.39,32.66,52.61,13.535549399815327,24.39,67.39,111.33,0.24,0.01,7.67,514.0,2015,1,31,Winter
Ahmedabad,2015-02-01,135.99,82.9102228224173,43.48,42.08,84.57,13.535549399815327,43.48,75.23,102.7,0.4,0.04,25.87,782.0,2015,2,1,Winter
Ahmedabad,2015-02-02,178.33,82.9102228224173,54.56,35.31,72.8,13.535549399815327,54.56,55.04,107.38,0.46,0.06,35.61,914.0,2015,2,2,Winter
Ahmedabad,2015-02-03,139.7,82.9102228224173,30.61,28.4,56.73,13.535549399815327,30.61,33.79,73.6,0.17,0.03,11.87,660.0,2015,2,3,Winter
Ahmedabad,2015-02-04,80.65,82.9102228224173,2.37,22.83,24.0,13.535549399815327,2.37,25.73,47.3,0.0,0.0,0.0,294.0,2015,2,4,Winter
Ahmedabad,2015-02-05,58.36,82.9102228224173,2.6,21.39,23.31,13.535549399815327,2.6,32.66,53.54,0.0,0.0,0.0,149.0,2015,2,5,Winter
Ahmedabad,2015-02-06,79.29,82.9102228224173,1.16,26.94,26.83,13.535549399815327,1.16,67.41,59.3,0.0,0.0,0.0,190.0,2015,2,6,Winter
Ahmedabad,2015-02-07,88.7,82.9102228224173,7.29,31.32,37.73,13.535549399815327,7.29,80.09,44.76,0.0,0.0,0.0,247.0,2015,2,7,Winter
Ahmedabad,2015-02-08,74.28,82.9102228224173,8.92,27.3,33.42,13.535549399815327,8.92,54.28,47.42,0.0,0.0,0.27,379.0,2015,2,8,Winter
Ahmedabad,2015-02-09,113.93,82.9102228224173,4.32,24.27,26.86,13.535549399815327,4.32,48.73,39.94,0.02,0.0,3.55,341.0,2015,2,9,Winter
Ahmedabad,2015-02-10,105.39,82.9102228224173,1.41,18.21,18.75,13.535549399815327,1.41,35.91,56.15,0.0,0.0,3.31,256.0,2015,2,10,Winter
Ahmedabad,2015-02-11,66.52,82.9102228224173,6.34,23.8,28.24,13.535549399815327,6.34,66.58,53.14,9.7,9.63,16.49,388.0,2015,2,11,Winter
Ahmedabad,2015-02-12,65.04,82.9102228224173,14.19,30.1,44.21,13.535549399815327,14.19,65.91,31.88,7.72,17.46,2.51,288.0,2015,2,12,Winter
Ahmedabad,2015-02-13,103.36,82.9102228224173,18.18,39.56,57.33,13.535549399815327,18.18,80.43,40.11,11.29,24.35,3.35,510.0,2015,2,13,Winter
Ahmedabad,2015-02-14,177.33,82.9102228224173,37.49,47.58,77.85,13.535549399815327,37.49,99.72,36.47,17.0,52.66,6.98,761.0,2015,2,14,Winter
Ahmedabad,2015-02-15,113.25,82.9102228224173,15.55,30.5,44.87,13.535549399815327,15.55,69.71,33.78,10.47,28.53,3.22,475.0,2015,2,15,Winter
Ahmedabad,2015-02-16,99.7,82.9102228224173,19.85,28.1,47.31,13.535549399815327,19.85,73.23,30.57,10.28,31.25,4.0,536.0,2015,2,16,Winter
Ahmedabad,2015-02-17,80.61,82.9102228224173,15.96,21.04,35.67,13.535549399815327,15.96,54.7,36.2,8.14,18.75,2.52,479.0,2015,2,17,Winter
Ahmedabad,2015-02-18,100.79,82.9102228224173,16.24,25.93,41.91,13.535549399815327,16.24,43.11,37.43,10.0,32.41,4.04,592.0,2015,2,18,Winter
Ahmedabad,2015-02-19,107.99,82.9102228224173,11.25,30.09,40.47,13.535549399815327,11.25,84.86,31.94,9.2,24.03,3.25,427.0,2015,2,19,Winter
Ahmedabad,2015-02-20,140.29,82.9102228224173,33.84,36.14,68.85,13.535549399815327,33.84,101.53,40.98,20.12,43.51,7.48,588.0,2015,2,20,Winter
Ahmedabad,2015-02-21,239.96,82.9102228224173,61.95,46.25,106.92,13.535549399815327,61.95,84.87,33.55,22.14,53.98,15.44,1141.0,2015,2,21,Winter
Ahmedabad,2015-02-22,142.96,82.9102228224173,45.45,48.21,92.32,13.535549399815327,45.45,62.96,34.77,7.35,22.4,8.47,669.0,2015,2,22,Winter
Ahmedabad,2015-02-23,238.41,82.9102228224173,77.7,55.07,131.32,13.535549399815327,77.7,89.07,37.3,50.61,163.64,28.46,1247.0,2015,2,23,Winter
Ahmedabad,2015-02-24,118.72,82.9102228224173,12.56,32.01,42.56,13.535549399815327,12.56,61.54,38.8,16.89,46.52,6.05,411.0,2015,2,24,Winter
Ahmedabad,2015-02-25,52.99,82.9102228224173,2.23,10.45,10.39,13.535549399815327,2.23,32.76,67.25,3.85,11.39,0.81,292.0,2015,2,25,Winter
Ahmedabad,2015-03-01,61.12,82.9102228224173,3.58,16.81,20.92,13.535549399815327,3.58,28.44,30.48,2.69,1.58,1.32,294.76488095238096,2015,3,1,Summer
Ahmedabad,2015-03-02,60.78,82.9102228224173,9.07,18.21,27.34,13.535549399815327,9.07,29.48,34.75,2.05,0.55,0.22,189.0,2015,3,2,Summer
Ahmedabad,2015-03-03,91.83,82.9102228224173,12.99,28.71,40.76,13.535549399815327,12.99,39.71,38.46,2.69,1.74,2.25,408.0,2015,3,3,Summer
Ahmedabad,2015-03-04,93.88,82.9102228224173,18.21,29.38,47.01,13.535549399815327,18.21,62.75,46.79,5.21,2.55,1.55,383.0,2015,3,4,Summer
Ahmedabad,2015-03-05,173.01,82.9102228224173,48.44,42.27,90.73,13.535549399815327,48.44,78.76,59.39,9.72,9.96,4.13,780.0,2015,3,5,Summer
Ahmedabad,2015-03-07,105.45,82.9102228224173,2.5,16.1,18.66,13.535549399815327,2.5,29.29,69.9,17.77,5.75,0.39,294.76488095238096,2015,3,7,Summer
Ahmedabad,2015-03-08,71.56,82.9102228224173,3.51,16.83,20.32,13.535549399815327,3.51,30.28,57.16,3.95,8.01,0.63,190.0,2015,3,8,Summer
Ahmedabad,2015-03-09,119.8,82.9102228224173,4.13,24.07,27.9,13.535549399815327,4.13,50.35,50.49,4.85,12.15,1.35,233.0,2015,3,9,Summer
Ahmedabad,2015-03-10,106.71,82.9102228224173,5.39,25.59,30.51,13.535549399815327,5.39,38.85,60.17,5.58,14.17,1.74,297.0,2015,3,10,Summer
Ahmedabad,2015-03-11,118.49,82.9102228224173,4.11,28.94,31.83,13.535549399815327,4.11,54.2,53.61,7.9,21.32,2.78,330.0,2015,3,11,Summer
Ahmedabad,2015-03-12,106.01,82.9102228224173,4.28,27.31,30.54,13.535549399815327,4.28,70.29,40.91,9.45,15.54,1.71,252.0,2015,3,12,Summer
Ahmedabad,2015-03-13,97.34,82.9102228224173,3.67,21.58,24.62,13.535549399815327,3.67,64.39,45.69,5.61,15.02,2.25,244.0,2015,3,13,Summer
Ahmedabad,2015-03-14,83.92,82.9102228224173,6.42,25.03,30.8,13.535549399815327,6.42,67.53,34.94,8.24,21.47,3.09,234.0,2015,3,14,Summer
Ahmedabad,2015-03-15,49.51,82.9102228224173,3.1,14.16,16.15,13.535549399815327,3.1,48.33,37.95,4.34,11.34,1.09,219.0,2015,3,15,Summer
Ahmedabad,2015-03-16,30.76,82.9102228224173,2.72,14.14,16.98,13.535549399815327,2.72,43.62,54.78,3.58,9.38,0.84,118.0,2015,3,16,Summer
Ahmedabad,2015-03-17,50.29,82.9102228224173,5.34,29.84,33.28,13.535549399815327,5.34,59.23,45.44,5.45,15.12,1.65,231.0,2015,3,17,Summer
Ahmedabad,2015-03-18,57.69,82.9102228224173,25.36,29.48,54.79,13.535549399815327,25.36,58.33,52.87,9.55,32.11,4.53,286.0,2015,3,18,Summer
Ahmedabad,2015-03-19,105.06,82.9102228224173,46.24,37.05,82.23,13.535549399815327,46.24,53.62,45.65,20.89,75.36,12.7,883.0,2015,3,19,Summer
Ahmedabad,2015-03-20,94.1,82.9102228224173,22.14,36.53,57.49,13.535549399815327,22.14,61.31,46.77,17.5,52.01,7.9,720.0,2015,3,20,Summer
Ahmedabad,2015-03-21,111.89,82.9102228224173,22.25,43.29,64.53,13.535549399815327,22.25,66.44,50.57,18.03,56.86,8.86,570.0,2015,3,21,Summer
Ahmedabad,2015-03-22,108.59,82.9102228224173,25.38,39.34,63.01,13.535549399815327,25.38,75.8,46.68,15.78,48.41,7.07,589.0,2015,3,22,Summer
Ahmedabad,2015-03-23,130.76,82.9102228224173,45.61,41.03,85.76,13.535549399815327,45.61,65.77,41.58,24.12,85.31,12.56,818.0,2015,3,23,Summer
Ahmedabad,2015-03-24,143.55,82.9102228224173,27.3,31.15,57.16,13.535549399815327,27.3,50.98,35.38,18.61,72.78,10.15,737.0,2015,3,24,Summer
Ahmedabad,2015-03-25,165.07,82.9102228224173,23.83,34.48,57.71,13.535549399815327,23.83,64.32,43.79,29.14,64.01,8.51,585.0,2015,3,25,Summer
Ahmedabad,2015-03-26,166.85,82.9102228224173,17.93,43.3,60.07,13.535549399815327,17.93,79.71,53.44,24.09,67.38,9.76,616.0,2015,3,26,Summer
Ahmedabad,2015-03-27,147.38,82.9102228224173,6.4,35.82,40.22,13.535549399815327,6.4,46.89,17.94,14.23,41.88,5.7,437.0,2015,3,27,Summer
Ahmedabad,2015-03-28,158.25,82.9102228224173,5.86,27.89,32.65,13.535549399815327,5.86,142.36,38.54,13.67,21.24,2.83,321.0,2015,3,28,Summer
Ahmedabad,2015-03-29,237.76,82.9102228224173,4.99,21.8,25.37,13.535549399815327,4.99,96.28,39.77,8.68,14.95,1.28,372.0,2015,3,29,Summer
Ahmedabad,2015-03-30,133.37,82.9102228224173,3.88,17.99,21.02,13.535549399815327,3.88,57.34,39.66,5.76,11.74,1.04,339.0,2015,3,30,Summer
Ahmedabad,2015-03-31,133.3,82.9102228224173,6.52,20.0,26.18,13.535549399815327,6.52,51.58,59.03,9.94,21.13,2.31,339.0,2015,3,31,Summer
Ahmedabad,2015-04-01,96.04,82.9102228224173,3.8,20.07,23.46,13.535549399815327,3.8,62.42,46.61,7.54,13.44,1.65,324.0,2015,4,1,Summer
Ahmedabad,2015-04-02,77.69,82.9102228224173,5.24,18.87,23.06,13.535549399815327,5.24,100.48,27.14,9.49,11.77,1.6,222.0,2015,4,2,Summer
Ahmedabad,2015-04-03,53.07,82.9102228224173,4.17,13.82,17.45,13.535549399815327,4.17,40.36,21.76,4.47,6.94,0.42,169.0,2015,4,3,Summer
Ahmedabad,2015-04-04,63.11,82.9102228224173,5.63,15.5,18.49,13.535549399815327,5.63,38.21,4.72,5.2,8.17,0.73,220.0,2015,4,4,Summer
Ahmedabad,2015-04-05,156.76,82.9102228224173,3.92,16.7,20.97,13.535549399815327,3.92,26.32,37.11,3.88,10.78,0.97,294.76488095238096,2015,4,5,Summer
Ahmedabad,2015-04-06,120.96,82.9102228224173,4.23,20.86,25.02,13.535549399815327,4.23,35.54,35.66,6.05,15.85,1.68,303.0,2015,4,6,Summer
Ahmedabad,2015-04-07,138.63,82.9102228224173,5.65,25.47,30.67,13.535549399815327,5.65,87.43,29.77,11.25,24.67,3.12,314.0,2015,4,7,Summer
Ahmedabad,2015-04-08,144.36,82.9102228224173,15.82,30.69,46.1,13.535549399815327,15.82,66.39,27.34,17.22,49.56,7.71,378.0,2015,4,8,Summer
Ahmedabad,2015-04-09,85.03,82.9102228224173,3.3,26.7,27.41,13.535549399815327,3.3,59.16,35.89,7.58,29.19,4.08,415.0,2015,4,9,Summer
Ahmedabad,2015-04-10,134.6,82.9102228224173,5.9,26.27,28.7,13.535549399815327,5.9,34.53,7.0,0.0,0.0,0.0,294.76488095238096,2015,4,10,Summer
Ahmedabad,2015-04-11,61.06,82.9102228224173,3.52,14.03,17.59,13.535549399815327,3.52,8.08,19.54,0.0,0.0,0.01,126.0,2015,4,11,Summer
Ahmedabad,2015-04-12,39.42,82.9102228224173,5.28,19.56,24.66,13.535549399815327,5.28,17.66,31.3,0.0,0.0,0.0,175.0,2015,4,12,Summer
Ahmedabad,2015-04-13,111.86,82.9102228224173,3.89,22.51,25.17,13.535549399815327,3.89,15.84,31.23,0.0,0.0,0.0,226.0,2015,4,13,Summer
Ahmedabad,2015-04-14,58.37,82.9102228224173,5.74,21.71,27.69,13.535549399815327,5.74,25.9,43.92,2.15,10.46,5.4,244.0,2015,4,14,Summer
Ahmedabad,2015-04-15,95.37,82.9102228224173,18.01,26.23,44.34,13.535549399815327,18.01,13.59,41.64,1.21,3.28,20.78,315.0,2015,4,15,Summer
Ahmedabad,2015-04-16,141.3,82.9102228224173,30.8,36.88,66.53,13.535549399815327,30.8,41.06,37.66,0.66,0.01,28.13,678.0,2015,4,16,Summer
Ahmedabad,2015-04-17,106.68,82.9102228224173,19.91,46.38,54.77,13.535549399815327,19.91,31.56,48.49,1.67,0.0,15.95,774.0,2015,4,17,Summer
Ahmedabad,2015-04-18,109.48,82.9102228224173,4.3,20.27,22.86,13.535549399815327,4.3,46.6,31.34,0.05,0.0,6.19,285.0,2015,4,18,Summer
Ahmedabad,2015-04-19,126.04,82.9102228224173,6.99,20.18,26.78,13.535549399815327,6.99,79.56,28.71,0.2,0.0,6.4,321.0,2015,4,19,Summer
Ahmedabad,2015-04-20,71.22,82.9102228224173,16.73,21.32,37.58,13.535549399815327,16.73,50.09,28.39,1.38,23.54,6.09,358.0,2015,4,20,Summer
Ahmedabad,2015-04-21,97.87,82.9102228224173,6.3,17.96,23.45,13.535549399815327,6.3,13.85,34.16,0.21,4.91,2.95,357.0,2015,4,21,Summer
Ahmedabad,2015-04-22,63.38,82.9102228224173,3.44,13.28,15.44,13.535549399815327,3.44,24.79,43.62,0.0,0.0,1.23,189.0,2015,4,22,Summer
Ahmedabad,2015-04-23,75.29,82.9102228224173,3.35,14.29,17.97,13.535549399815327,3.35,76.05,60.71,0.0,0.01,2.27,294.76488095238096,2015,4,23,Summer
Ahmedabad,2015-04-24,80.9,82.9102228224173,5.7,18.62,24.23,13.535549399815327,5.7,65.44,22.8,0.05,0.09,3.46,214.0,2015,4,24,Summer
Ahmedabad,2015-04-25,103.29,82.9102228224173,4.55,19.82,23.69,13.535549399815327,4.55,85.42,22.18,0.06,1.17,2.58,253.0,2015,4,25,Summer
Ahmedabad,2015-04-26,107.5,82.9102228224173,5.29,15.56,19.73,13.535549399815327,5.29,74.37,10.12,0.09,0.16,2.91,239.0,2015,4,26,Summer
Ahmedabad,2015-04-27,161.14,82.9102228224173,3.11,14.77,16.12,13.535549399815327,3.11,118.35,59.73,0.0,2.55,0.0,294.76488095238096,2015,4,27,Summer
Ahmedabad,2015-04-28,102.58,82.9102228224173,3.88,12.74,16.82,13.535549399815327,3.88,41.94,26.89,0.02,6.4,0.76,294.76488095238096,2015,4,28,Summer
Ahmedabad,2015-04-29,138.42,82.9102228224173,5.05,16.7,21.56,13.535549399815327,5.05,77.74,27.18,0.01,0.88,2.01,300.0,2015,4,29,Summer
Ahmedabad,2015-04-30,129.04,82.9102228224173,5.69,14.86,19.66,13.535549399815327,5.69,78.27,18.67,0.0,0.0,1.54,317.0,2015,4,30,Summer
Ahmedabad,2015-05-01,96.65,82.9102228224173,4.67,15.9,20.53,13.535549399815327,4.67,39.41,11.83,0.01,0.0,3.11,240.0,2015,5,1,Summer
Ahmedabad,2015-05-02,126.77,82.9102228224173,15.69,23.93,39.73,13.535549399815327,15.69,93.18,36.71,0.22,0.04,10.0,344.0,2015,5,2,Summer
Ahmedabad,2015-05-03,106.15,82.9102228224173,13.12,23.02,35.05,13.535549399815327,13.12,65.95,81.6,0.3,0.02,9.69,503.0,2015,5,3,Summer
Ahmedabad,2015-05-04,86.31,82.9102228224173,2.69,10.5,10.9,13.535549399815327,2.69,50.13,90.54,0.47,0.15,12.8,308.0,2015,5,4,Summer
Ahmedabad,2015-05-05,83.99,82.9102228224173,2.73,0.08,2.75,13.535549399815327,2.73,34.06,69.57,0.28,0.05,8.97,227.0,2015,5,5,Summer
Ahmedabad,2015-05-06,65.11,82.9102228224173,3.14,4.58,6.75,13.535549399815327,3.14,22.27,32.26,0.17,0.04,5.84,120.0,2015,5,6,Summer
Ahmedabad,2015-05-07,51.03,82.9102228224173,6.24,20.47,26.2,13.535549399815327,6.24,15.5,31.44,0.0,0.0,1.29,158.0,2015,5,7,Summer
Ahmedabad,2015-05-08,38.73,82.9102228224173,8.0,19.28,26.61,13.535549399815327,8.0,20.13,25.7,0.0,0.0,2.08,177.0,2015,5,8,Summer
Ahmedabad,2015-05-09,61.12,82.9102228224173,9.94,17.82,27.18,13.535549399815327,9.94,39.69,25.9,0.0,0.0,3.49,201.0,2015,5,9,Summer
Ahmedabad,2015-05-10,58.44,82.9102228224173,10.68,17.24,27.38,13.535549399815327,10.68,54.69,18.89,0.0,0.0,1.39,211.0,2015,5,10,Summer
Ahmedabad,2015-05-11,61.49,82.9102228224173,11.44,16.69,27.61,13.535549399815327,11.44,42.66,18.2,0.01,0.0,2.59,221.0,2015,5,11,Summer
Ahmedabad,2015-05-12,65.39,82.9102228224173,12.3,16.08,27.86,13.535549399815327,12.3,27.96,22.35,0.0,0.0,2.29,233.0,2015,5,12,Summer
Ahmedabad,2015-05-13,100.92,82.9102228224173,20.42,18.9,37.83,13.535549399815327,20.42,31.9,22.84,4.9,19.26,8.21,481.0,2015,5,13,Summer
Ahmedabad,2015-05-14,97.48,82.9102228224173,5.31,30.02,33.62,13.535549399815327,5.31,36.05,16.26,10.6,34.91,3.85,352.0,2015,5,14,Summer
Ahmedabad,2015-05-15,129.27,82.9102228224173,14.28,28.33,41.92,13.535549399815327,14.28,70.13,25.4,16.9,44.19,4.97,327.0,2015,5,15,Summer
Ahmedabad,2015-05-16,129.58,82.9102228224173,21.23,28.79,45.4,13.535549399815327,21.23,17.66,34.42,20.53,85.73,11.56,577.0,2015,5,16,Summer
Ahmedabad,2015-05-17,100.57,82.9102228224173,7.56,18.79,24.33,13.535549399815327,7.56,38.76,38.83,4.92,17.94,1.54,411.0,2015,5,17,Summer
Ahmedabad,2015-05-18,130.34,82.9102228224173,7.14,17.43,23.72,13.535549399815327,7.14,52.07,29.05,5.05,14.0,1.3,212.0,2015,5,18,Summer
Ahmedabad,2015-05-19,53.24,82.9102228224173,8.05,15.86,23.34,13.535549399815327,8.05,36.23,21.58,5.23,15.0,1.02,280.0,2015,5,19,Summer
Ahmedabad,2015-05-20,42.0,82.9102228224173,10.44,18.16,21.8,13.535549399815327,10.44,17.0,25.5,0.0,0.0,0.0,162.0,2015,5,20,Summer
Ahmedabad,2015-05-21,50.1,82.9102228224173,9.46,14.9,22.5,13.535549399815327,9.46,30.67,12.91,0.41,1.89,1.44,294.76488095238096,2015,5,21,Summer
Ahmedabad,2015-05-22,83.69,82.9102228224173,10.89,17.18,27.15,13.535549399815327,10.89,41.12,35.61,12.62,20.2,17.84,569.0,2015,5,22,Summer
Ahmedabad,2015-05-23,38.88,82.9102228224173,2.18,16.28,17.74,13.535549399815327,2.18,26.4,12.47,3.0,6.96,6.37,128.0,2015,5,23,Summer
Ahmedabad,2015-05-24,46.89,82.9102228224173,2.96,16.17,18.49,13.535549399815327,2.96,41.96,10.74,3.41,8.87,3.53,129.0,2015,5,24,Summer
Ahmedabad,2015-05-25,70.96,82.9102228224173,4.12,15.47,19.28,13.535549399815327,4.12,23.67,16.01,3.72,8.13,4.06,152.0,2015,5,25,Summer
Ahmedabad,2015-05-26,53.66,82.9102228224173,4.23,14.43,18.06,13.535549399815327,4.23,14.46,45.64,2.39,6.4,3.53,176.0,2015,5,26,Summer
Ahmedabad,2015-05-27,45.49,82.9102228224173,4.26,13.73,17.1,13.535549399815327,4.26,12.85,71.85,2.5,5.96,3.36,167.0,2015,5,27,Summer
Ahmedabad,2015-05-28,60.86,82.9102228224173,5.27,16.61,21.42,13.535549399815327,5.27,14.91,41.19,3.03,9.18,6.54,106.0,2015,5,28,Summer
Ahmedabad,2015-05-29,51.93,82.9102228224173,13.71,17.87,31.64,13.535549399815327,13.71,15.33,12.88,6.32,19.17,10.57,231.0,2015,5,29,Summer
Ahmedabad,2015-05-30,77.87,82.9102228224173,6.67,17.12,23.0,13.535549399815327,6.67,46.82,16.67,4.79,9.78,5.1,327.0,2015,5,30,Summer
Ahmedabad,2015-05-31,57.59,82.9102228224173,5.6,15.47,20.42,13.535549399815327,5.6,41.68,25.51,2.64,6.3,3.08,174.0,2015,5,31,Summer
Ahmedabad,2015-06-01,77.22,82.9102228224173,7.02,15.47,21.13,13.535549399815327,7.02,71.97,9.56,3.74,8.45,1.17,185.0,2015,6,1,Monsoon
Ahmedabad,2015-06-02,45.29,82.9102228224173,7.25,12.74,19.66,13.535549399815327,7.25,18.64,6.32,2.73,6.99,0.76,179.0,2015,6,2,Monsoon
Ahmedabad,2015-06-03,103.78,82.9102228224173,6.36,13.9,19.86,13.535549399815327,6.36,7.76,15.27,0.82,1.37,0.81,211.0,2015,6,3,Monsoon
Ahmedabad,2015-06-04,25.14,82.9102228224173,6.01,18.73,24.74,13.535549399815327,6.01,38.05,38.52,0.0,0.0,0.0,192.0,2015,6,4,Monsoon
Ahmedabad,2015-06-05,87.03,82.9102228224173,8.05,17.88,25.53,13.535549399815327,8.05,23.84,48.22,0.0,0.0,0.0,310.0,2015,6,5,Monsoon
Ahmedabad,2015-06-06,89.6,82.9102228224173,6.59,19.84,25.9,13.535549399815327,6.59,48.05,44.78,0.0,0.0,0.0,223.0,2015,6,6,Monsoon
Ahmedabad,2015-06-07,80.69,82.9102228224173,6.86,16.07,22.25,13.535549399815327,6.86,39.85,32.65,0.0,0.0,0.0,192.0,2015,6,7,Monsoon
Ahmedabad,2015-06-08,44.75,82.9102228224173,7.76,16.53,24.29,13.535549399815327,7.76,9.89,8.07,0.0,0.0,0.0,191.0,2015,6,8,Monsoon
Ahmedabad,2015-06-09,38.11,82.9102228224173,7.41,11.62,19.03,13.535549399815327,7.41,3.13,6.69,2.5,5.93,0.74,184.0,2015,6,9,Monsoon
Ahmedabad,2015-06-10,45.5,82.9102228224173,8.56,15.59,24.15,13.535549399815327,8.56,0.76,3.82,5.09,8.52,1.82,220.0,2015,6,10,Monsoon
Ahmedabad,2015-06-11,36.98,82.9102228224173,8.21,11.52,19.74,13.535549399815327,8.21,0.52,5.17,3.63,8.16,1.33,215.0,2015,6,11,Monsoon
Ahmedabad,2015-06-12,43.58,82.9102228224173,8.26,13.33,21.58,13.535549399815327,8.26,1.02,7.56,3.59,6.79,1.5,226.0,2015,6,12,Monsoon
Ahmedabad,2015-06-13,45.49,82.9102228224173,9.63,14.91,24.53,13.535549399815327,9.63,0.81,2.94,3.67,6.62,1.17,251.0,2015,6,13,Monsoon
Ahmedabad,2015-06-14,38.06,82.9102228224173,8.67,18.57,27.25,13.535549399815327,8.67,1.05,4.63,2.85,5.12,0.74,216.0,2015,6,14,Monsoon
Ahmedabad,2015-06-15,45.41,82.9102228224173,9.35,20.55,29.9,13.535549399815327,9.35,0.74,4.5,2.83,7.18,0.82,237.0,2015,6,15,Monsoon
Ahmedabad,2015-06-16,37.71,82.9102228224173,8.54,16.26,24.8,13.535549399815327,8.54,0.87,4.6,2.52,7.61,0.81,198.0,2015,6,16,Monsoon
Ahmedabad,2015-06-17,32.37,82.9102228224173,7.53,14.36,21.89,13.535549399815327,7.53,2.17,12.17,1.88,7.92,0.69,195.0,2015,6,17,Monsoon
Ahmedabad,2015-06-18,34.74,82.9102228224173,7.59,13.51,21.11,13.535549399815327,7.59,4.11,12.22,1.82,6.19,0.47,187.0,2015,6,18,Monsoon
